"DATE","TIME","OBS_GUST","OBS_WSPD","OBS_WDIR","OBS_PSFC","HWRFLES_GUST","HWRFLES_WSPD","HWRFLES_WDIR","HWRFLES_PSFC"
20210828.000000,1206,52.7518,42.662,93,982.8,48.6501,45.4171,75.9119,978.316
20210828.000000,1212,51.2561,43.762,94,982.5,50.5107,50.5107,76.5328,977.307
20210828.000000,1218,50.7575,42.5643,98,982.4,51.657,48.7648,79.2295,977.216
20210828.000000,1224,52.4537,43.6643,97,982.2,49.4035,45.8141,82.409,977.353
20210828.000000,1230,56.5503,45.4582,100,982.1,51.0948,46.3387,84.8123,977.061
20210828.000000,1236,53.6513,44.2605,99,982,48.3671,45.3463,87.1426,977.092
20210828.000000,1242,53.6513,44.3633,102,982.3,49.8796,45.206,90.2405,976.127
20210828.000000,1248,57.0489,47.1595,104,982.4,50.5418,48.6798,88.7256,975.403
20210828.000000,1254,52.9523,45.16,104,982.3,49.7564,48.5867,94.1707,975.249
20210828.000000,1300,54.155,43.0629,108,982.7,52.7229,47.5741,92.6618,973.635
20210828.000000,1306,52.6542,46.26,107,982.1,52.2095,48.4578,94.8576,974.201
20210828.000000,1312,54.155,43.8596,107,982.6,49.7927,47.2888,97.2318,974.563
20210828.000000,1318,56.5503,43.2634,111,983.1,52.4127,44.4783,99.7261,976.06
20210828.000000,1324,48.758,40.2668,116,983.3,53.7501,46.5683,106.15,976.35
20210828.000000,1330,50.7575,40.863,113,983.9,48.9075,45.9315,107.872,973.81
20210828.000000,1336,48.5576,37.4655,115,984.1,52.5801,46.8965,107.55,974.262
20210828.000000,1342,47.5604,30.9736,127,984.7,51.9886,39.7106,113.219,976.582
20210828.000000,1348,42.7648,27.7766,131,985.1,47.952,40.7179,116.364,975.371
20210828.000000,1354,40.164,30.9736,127,9999,46.6497,45.6839,114.453,976.003
20210828.000000,1400,39.1668,30.6755,127,985.7,47.5662,47.5029,117.791,978.489
20210828.000000,1406,40.0663,30.2746,110,986.2,46.3962,46.3962,121.423,975.513
20210828.000000,1412,38.4678,28.1775,104,9999,47.4831,45.212,124.757,982.304
20210828.000000,1418,36.2678,29.9765,123,986.8,46.7313,45.3711,125.881,977.752
20210828.000000,1424,37.4655,27.5761,136,987.4,44.624,44.0748,126.993,978.805
20210828.000000,1430,32.4694,24.9804,139,987.6,45.2618,41.052,131.124,979.202
20210828.000000,1436,33.6721,22.7805,134,9999,45.6917,44.8618,130.924,980.67
20210828.000000,1442,35.8669,24.7799,142,988.4,44.563,42.491,133.76,983.994
20210828.000000,1448,30.8708,23.5772,129,988.6,42.7065,40.548,137.358,984.602
20210828.000000,1454,31.2718,23.3819,136,988.7,42.9715,39.5782,138.158,982.713
20210828.000000,1500,28.9742,20.6834,129,9999,41.5183,41.1999,138.667,985.368
20210828.000000,1506,38.0668,23.1814,131,989.2,41.2285,37.8306,142.427,985.95
20210828.000000,1512,35.4711,22.8781,132,9999,40.7308,39.4735,145.437,988.3
20210828.000000,1518,36.3706,21.2796,139,990,40.2843,37.8529,143.722,987.764
20210828.000000,1524,31.0713,22.6828,131,990,40.3899,35.5025,142.221,987.377
20210828.000000,1530,36.0674,24.2814,121,9999,38.2206,34.8909,146.036,989.497
20210828.000000,1536,34.7721,20.5806,111,9999,37.0994,34.9782,155.631,990.237
20210828.000000,1542,31.4722,20.781,120,9999,36.4115,35.5271,151.968,989.925
20210828.000000,1548,5139.49,5139.49,9999,9999,36.4508,35.6096,152.412,992.353
20210828.000000,1554,5139.49,5139.49,9999,9999,34.7962,33.3192,153.689,992.152
20210828.000000,1600,5139.49,5139.49,9999,991.9,33.9368,33.4602,155.521,992.579
20210828.000000,1606,5139.49,5139.49,9999,9999,33.2719,31.634,158.653,990.781
20210828.000000,1612,5139.49,5139.49,9999,9999,34.1023,31.9512,157.339,993.314
20210828.000000,1618,5139.49,5139.49,9999,9999,33.118,32.3274,156.543,993.35
20210828.000000,1624,5139.49,5139.49,9999,9999,31.7526,30.8965,157.859,994.396
20210828.000000,1630,5139.49,5139.49,9999,9999,31.4555,29.4186,158.517,997.522
20210828.000000,1636,5139.49,5139.49,9999,9999,33.8367,30.0789,156.818,998.022
20210828.000000,1642,5139.49,5139.49,9999,994.1,31.2345,30.1619,160.878,996.116
20210828.000000,1648,5139.49,5139.49,9999,9999,30.7803,30.7803,159.17,996.202
20210828.000000,1654,5139.49,5139.49,9999,9999,30.7171,28.6535,162.532,995.309
20210828.000000,1700,5139.49,5139.49,9999,9999,30.5838,28.3594,161.511,997.372
20210828.000000,1706,5139.49,5139.49,9999,994.9,31.2577,29.2565,162.744,998.615
20210828.000000,1712,5139.49,5139.49,9999,9999,31.33,29.4146,163.503,998.013
20210828.000000,1718,5139.49,5139.49,9999,9999,29.8054,27.864,166.381,999.198
20210828.000000,1724,5139.49,5139.49,9999,9999,28.2612,27.3965,166.528,997.854
20210828.000000,1730,5139.49,5139.49,9999,9999,28.7115,26.4621,165.311,998.438
20210828.000000,1736,5139.49,5139.49,9999,9999,28.7083,25.9171,163.63,998.566
20210828.000000,1742,5139.49,5139.49,9999,9999,29.374,27.3591,165.842,999.34
20210828.000000,1748,5139.49,5139.49,9999,996.5,29.5833,27.3067,165.532,998.86
20210828.000000,1754,5139.49,5139.49,9999,9999,28.2607,24.0923,166.068,998.934
20210828.000000,1800,5139.49,5139.49,9999,9999,28.2538,24.5974,168.546,1000.42
20210828.000000,1806,5139.49,5139.49,9999,9999,28.178,24.8962,168.879,999.814
20210828.000000,1812,5139.49,5139.49,9999,9999,28.0916,27.4494,171.133,1000.36
20210828.000000,1818,5139.49,5139.49,9999,9999,26.4125,26.3392,167.287,1000.68
20210828.000000,1824,5139.49,5139.49,9999,998.1,27.8424,23.1949,176.929,1001.11
20210828.000000,1830,5139.49,5139.49,9999,998.1,26.2475,25.292,169.434,1000.61
20210828.000000,1836,5139.49,5139.49,9999,9999,25.504,23.9711,166.471,1000.76
20210828.000000,1842,5139.49,5139.49,9999,9999,27.0703,27.025,167.175,1001.25
20210828.000000,1848,5139.49,5139.49,9999,9999,26.1932,21.3497,167.271,1002.24
20210828.000000,1854,5139.49,5139.49,9999,9999,25.9428,24.6884,171.866,1001.81
20210828.000000,1900,5139.49,5139.49,9999,9999,24.9763,24.2219,167.914,1002.37
20210828.000000,1906,5139.49,5139.49,9999,998.8,24.2071,23.8088,169.308,1002.45
20210828.000000,1912,5139.49,5139.49,9999,9999,24.3511,23.6434,172.48,1001.82
20210828.000000,1918,5139.49,5139.49,9999,9999,24.7745,24.057,172.121,1002.93
20210828.000000,1924,5139.49,5139.49,9999,9999,24.1,23.8677,171.53,1002.7
20210828.000000,1930,5139.49,5139.49,9999,9999,24.1727,23.8174,172.167,1003.04
20210828.000000,1936,5139.49,5139.49,9999,9999,23.8423,22.9314,172.249,1003.68
20210828.000000,1942,5139.49,5139.49,9999,9999,23.7108,23.1512,173.822,1003.27
20210828.000000,1948,5139.49,5139.49,9999,9999,23.5088,23.1111,175.896,1002.85
20210828.000000,1954,5139.49,5139.49,9999,9999,23.039,22.4536,176.306,1003.67
20210828.000000,2000,5139.49,5139.49,9999,9999,23.2723,23.1358,175.2,1003.4
20210828.000000,2006,5139.49,5139.49,9999,999.8,22.9072,21.987,174.983,1003.65
20210828.000000,2012,5139.49,5139.49,9999,999.9,22.6796,22.124,175.994,1003.47
20210828.000000,2018,5139.49,5139.49,9999,1000.2,22.8608,22.1559,176.855,1002.71
20210828.000000,2024,5139.49,5139.49,9999,9999,22.3833,21.8866,174.348,1003.27
20210828.000000,2030,5139.49,5139.49,9999,1000.3,23.343,23.2972,175.546,1003.98
20210828.000000,2036,5139.49,5139.49,9999,1000.4,22.7895,21.7895,176.935,1004.35
20210828.000000,2042,5139.49,5139.49,9999,9999,22.3651,22.1598,179.205,1004.49
20210828.000000,2048,5139.49,5139.49,9999,1000.6,22.824,22.1046,178.789,1003.8
20210828.000000,2054,5139.49,5139.49,9999,1000.7,22.3348,21.2831,175.858,1004.64
20210828.000000,2100,5139.49,5139.49,9999,1000.5,21.2838,21.2838,181.331,1003.46
20210828.000000,2106,5139.49,5139.49,9999,9999,22.4953,20.7454,178.389,1004.32
20210828.000000,2112,5139.49,5139.49,9999,1000.9,21.0787,20.5556,179.545,1004.24
20210828.000000,2118,5139.49,5139.49,9999,1000.8,20.4599,20.379,178.713,1005.52
20210828.000000,2124,5139.49,5139.49,9999,1001,21.2384,20.3475,177.35,1004.54
20210828.000000,2130,5139.49,5139.49,9999,1001.5,21.154,20.9818,179.592,1004.43
20210828.000000,2136,5139.49,5139.49,9999,1001.6,19.7579,18.8044,175.269,1003.8
20210828.000000,2142,5139.49,5139.49,9999,1001.6,19.4566,19.1624,177.066,1004.44
20210828.000000,2148,5139.49,5139.49,9999,1001.9,19.7992,19.1106,176.607,1004.62
20210828.000000,2154,5139.49,5139.49,9999,9999,20.5597,19.8462,175.643,1005.47
20210828.000000,2200,5139.49,5139.49,9999,9999,21.7221,14.6717,182.136,1005.95
20210828.000000,2206,5139.49,5139.49,9999,1001.5,17.7041,16.0985,175.144,1005.91
20210828.000000,2212,5139.49,5139.49,9999,1001.5,19.0181,18.5577,175.747,1005.86
20210828.000000,2218,5139.49,5139.49,9999,1001.5,20.4149,20.4149,178.659,1005.23
20210828.000000,2224,5139.49,5139.49,9999,1001.8,18.6822,17.6571,177.836,1005.54
20210828.000000,2230,5139.49,5139.49,9999,1001.9,19.9838,19.1209,179.85,1005.98
20210828.000000,2236,5139.49,5139.49,9999,1001.9,21.5069,20.7599,183.534,1005.58
20210828.000000,2242,5139.49,5139.49,9999,1002.1,19.6923,17.3166,181.073,1006.01
20210828.000000,2248,5139.49,5139.49,9999,1002.1,20.4901,17.0533,184.03,1005.76
20210828.000000,2254,5139.49,5139.49,9999,1002.3,19.2073,19.1847,183.698,1005.29
20210828.000000,2300,5139.49,5139.49,9999,1002.4,19.129,18.8354,177.872,1005.34
20210828.000000,2306,5139.49,5139.49,9999,1002.6,19.9655,18.5999,181.581,1006.36
20210828.000000,2312,5139.49,5139.49,9999,1002.6,23.8723,19.0834,174.364,1006.19
20210828.000000,2318,5139.49,5139.49,9999,1002.6,21.2912,17.1883,182.094,1005.75
20210828.000000,2324,5139.49,5139.49,9999,1002.7,20.9129,20.6375,175.811,1005.59
