0.000000	100758.195312
1.000000	100710.226562
2.000000	100693.625000
3.000000	100708.812500
4.000000	100754.460938
5.000000	100659.812500
6.000000	100678.359375
7.000000	100492.562500
8.000000	100554.625000
9.000000	100840.148438
10.000000	100703.726562
11.000000	100752.093750
12.000000	100615.515625
13.000000	100728.226562
14.000000	100844.421875
15.000000	100845.695312
16.000000	100670.351562
17.000000	100803.273438
18.000000	100747.601562
19.000000	100754.562500
20.000000	100808.414062
21.000000	100791.234375
22.000000	100857.796875
23.000000	100846.421875
24.000000	100657.507812
25.000000	100783.515625
26.000000	100857.609375
27.000000	100741.781250
28.000000	100769.492188
29.000000	100717.593750
30.000000	100887.625000
31.000000	100626.453125
32.000000	100859.078125
33.000000	100619.718750
34.000000	100794.320312
35.000000	100802.234375
36.000000	100660.093750
37.000000	100704.093750
38.000000	100758.531250
39.000000	100733.703125
40.000000	100837.484375
41.000000	100631.554688
42.000000	100687.601562
43.000000	100660.078125
44.000000	100676.960938
45.000000	100680.953125
46.000000	100621.992188
47.000000	100617.726562
48.000000	100596.234375
49.000000	100671.835938
50.000000	100652.218750
51.000000	100644.929688
52.000000	100531.609375
53.000000	100662.695312
54.000000	100695.812500
55.000000	100636.875000
56.000000	100684.023438
57.000000	100679.375000
58.000000	100686.820312
59.000000	100663.609375
60.000000	100671.890625
61.000000	100743.382812
62.000000	100505.515625
63.000000	100521.476562
64.000000	100513.960938
65.000000	100289.789062
66.000000	100421.234375
67.000000	100440.679688
68.000000	100311.492188
69.000000	100245.062500
70.000000	100114.507812
71.000000	100254.437500
72.000000	100288.335938
73.000000	100326.476562
74.000000	100338.289062
75.000000	100216.164062
76.000000	100261.640625
77.000000	100233.820312
78.000000	100319.835938
79.000000	100225.335938
80.000000	100312.515625
81.000000	100134.703125
82.000000	100202.781250
83.000000	100199.125000
84.000000	100132.367188
85.000000	100238.242188
86.000000	100116.054688
87.000000	100181.945312
88.000000	100090.976562
89.000000	100032.445312
90.000000	100049.679688
91.000000	100083.859375
92.000000	100039.703125
93.000000	100076.109375
94.000000	100081.109375
95.000000	99886.312500
96.000000	99937.320312
97.000000	99964.273438
98.000000	100064.203125
99.000000	100010.976562
100.000000	100053.539062
101.000000	99995.171875
102.000000	100034.781250
103.000000	100116.585938
104.000000	99928.656250
105.000000	99872.570312
106.000000	99857.015625
107.000000	99849.375000
108.000000	99845.492188
109.000000	99906.210938
110.000000	99902.289062
111.000000	99892.164062
112.000000	99935.750000
113.000000	99775.539062
114.000000	99677.578125
