20181010	0000	12.44	58	15.36	81.5	1008	9999	9999
20181010	0006	6.41	70	15.75	81.5	1008.1	9999	9999
20181010	0012	5.83	74	14	81.3	1008.1	9999	9999
20181010	0018	7.19	79	14.19	81.1	1008.2	9999	9999
20181010	0024	7.58	71	12.25	81.1	1008.2	9999	9999
20181010	0030	8.16	72	14.19	81.1	1008.1	9999	9999
20181010	0036	7	92	14	81	1008	9999	9999
20181010	0042	5.64	79	14.38	81	1008	9999	9999
20181010	0048	9999	9999	9999	9999	9999	9999	9999
20181010	0054	6.03	73	12.25	81	1007.9	9999	9999
20181010	0100	8.55	94	14.77	80.8	1007.9	9999	9999
20181010	0106	9999	9999	9999	9999	9999	9999	9999
20181010	0112	6.22	87	12.63	80.6	1007.8	9999	9999
20181010	0118	8.55	96	12.63	80.6	1007.8	9999	9999
20181010	0124	8.36	66	15.75	80.6	1007.8	9999	9999
20181010	0130	6.41	70	12.83	80.6	1007.8	9999	9999
20181010	0136	7.97	60	16.33	80.4	1007.8	9999	9999
20181010	0142	7	89	15.75	80.6	1007.8	9999	9999
20181010	0148	9999	9999	9999	9999	9999	9999	9999
20181010	0154	8.75	81	14.77	80.6	1007.9	9999	9999
20181010	0200	6.03	92	13.41	80.4	1008	9999	9999
20181010	0206	9999	9999	9999	9999	9999	9999	9999
20181010	0212	9999	9999	9999	9999	9999	9999	9999
20181010	0218	5.44	79	12.44	80.2	1007.9	9999	9999
20181010	0224	7.58	72	14	80.2	1007.8	9999	9999
20181010	0230	6.8	88	14.38	80.1	1007.8	9999	9999
20181010	0236	7.97	88	14.97	80.1	1007.8	9999	9999
20181010	0242	8.16	79	13.02	80.1	1007.9	9999	9999
20181010	0248	7	82	11.08	80.1	1008	9999	9999
20181010	0254	9.33	100	17.11	80.1	1008	9999	9999
20181010	0300	9.33	95	13.02	80.1	1008	9999	9999
20181010	0306	7.58	101	12.44	80.1	1008	9999	9999
20181010	0312	8.94	101	14.77	79.9	1008	9999	9999
20181010	0318	8.75	98	21.58	80.2	1008	9999	9999
20181010	0324	12.63	101	23.91	80.4	1008	9999	9999
20181010	0330	11.27	105	24.1	80.4	1008.1	9999	9999
20181010	0336	12.63	100	19.83	80.4	1008.1	9999	9999
20181010	0342	9999	9999	9999	9999	9999	9999	9999
20181010	0348	11.86	104	18.27	80.2	1008.1	9999	9999
20181010	0354	10.11	100	16.91	80.1	1008	9999	9999
20181010	0400	11.08	104	17.88	80.1	1007.9	9999	9999
20181010	0406	11.08	100	22.35	80.1	1007.8	9999	9999
20181010	0412	10.11	108	14.19	80.1	1007.6	9999	9999
20181010	0418	8.94	101	20.8	80.1	1007.5	9999	9999
20181010	0424	11.86	106	19.44	80.1	1007.4	9999	9999
20181010	0430	9.91	87	14.77	80.1	1007.2	9999	9999
20181010	0436	8.55	92	14.77	80.1	1007.1	9999	9999
20181010	0442	7.78	82	13.61	80.1	1007.1	9999	9999
20181010	0448	7.58	87	14.58	79.9	1007.1	9999	9999
20181010	0454	10.5	97	18.08	79.9	1007	9999	9999
20181010	0500	9999	9999	9999	9999	9999	9999	9999
20181010	0506	10.5	100	16.13	79.9	1006.9	9999	9999
20181010	0512	12.63	107	17.69	79.9	1006.8	9999	9999
20181010	0518	9.14	96	17.88	79.9	1006.6	9999	9999
20181010	0524	10.89	98	16.33	79.7	1006.5	9999	9999
20181010	0530	9.14	94	14.58	79.7	1006.5	9999	9999
20181010	0536	8.55	82	19.24	79.7	1006.5	9999	9999
20181010	0542	8.75	101	17.69	79.7	1006.3	9999	9999
20181010	0548	7.58	88	14	79.9	1006.3	9999	9999
20181010	0554	9.33	93	15.75	79.9	1006.1	9999	9999
20181010	0600	7.78	102	12.83	79.9	1006.1	9999	9999
20181010	0606	7.39	94	16.52	79.9	1005.9	9999	9999
20181010	0612	8.36	97	16.13	79.9	1005.8	9999	9999
20181010	0618	10.89	104	17.88	79.9	1005.6	9999	9999
20181010	0624	9.91	105	14.97	79.9	1005.4	9999	9999
20181010	0630	4.67	77	13.22	79.9	1005.2	9999	9999
20181010	0636	8.94	94	16.52	79.7	1005.1	9999	9999
20181010	0642	9999	9999	9999	9999	9999	9999	9999
20181010	0648	9.14	107	14.77	79	1005.5	9999	9999
20181010	0654	16.13	100	19.83	78.8	1005.6	9999	9999
20181010	0700	16.52	113	22.94	79.3	1005.6	9999	9999
20181010	0706	13.22	104	22.94	79.3	1005.6	9999	9999
20181010	0712	13.61	107	16.52	78.8	1005.4	9999	9999
20181010	0718	8.55	92	14	78.6	1005.4	9999	9999
20181010	0724	9.52	95	13.41	78.3	1005.3	9999	9999
20181010	0730	11.27	97	16.52	78.1	1005.2	9999	9999
20181010	0736	12.44	100	17.69	78.1	1005.1	9999	9999
20181010	0742	9999	9999	9999	9999	9999	9999	9999
20181010	0748	11.08	97	18.27	77.9	1005	9999	9999
20181010	0754	12.83	95	19.44	77.9	1004.9	9999	9999
20181010	0800	16.13	91	23.13	77.7	1004.7	9999	9999
20181010	0806	9999	9999	9999	9999	9999	9999	9999
20181010	0812	13.8	96	21.97	77.4	1004.4	9999	9999
20181010	0818	9.72	99	18.27	77.2	1004.3	9999	9999
20181010	0824	9.52	102	14	77.2	1004.2	9999	9999
20181010	0830	10.3	105	14.97	77	1004.2	9999	9999
20181010	0836	9.52	96	14.97	76.8	1004.1	9999	9999
20181010	0842	9.33	99	16.13	76.8	1003.9	9999	9999
20181010	0848	6.8	83	14	76.6	1003.6	9999	9999
20181010	0854	6.03	74	11.66	76.6	1003.3	9999	9999
